,Conc_BPD_ec,Target_deg,PROTAC
0,0.0001,99.9976619606032,38404
1,0.00013257113655901093,99.99690142886031,38404
2,0.0001757510624854792,99.99589393774826,38404
3,0.00023299518105153718,99.99455962304667,38404
4,0.0003088843596477481,99.99279304439025,38404
5,0.00040949150623804253,99.99045518860771,38404
6,0.0005428675439323859,99.98736312533539,38404
7,0.000719685673001152,99.98327675036248,38404
8,0.0009540954763499939,99.97788202694868,38404
9,0.0012648552168552957,99.97077023208229,38404
10,0.0016768329368110082,99.96141308360228,38404
11,0.0022229964825261944,99.94913456547346,38404
12,0.0029470517025518097,99.9330823737425,38404
13,0.003906939937054617,99.91220633242217,38404
14,0.00517947467923121,99.88526008664638,38404
15,0.006866488450043002,99.85085978515357,38404
16,0.009102981779915219,99.8076648180081,38404
17,0.012067926406393288,99.75479019710755,38404
18,0.015998587196060572,99.6925745977596,38404
19,0.021209508879201904,99.62361335096672,38404
20,0.02811768697974231,99.55320242432595,38404
21,0.03727593720314938,99.48774450277502,38404
22,0.04941713361323834,99.4317220333062,38404
23,0.0655128556859551,99.38641723264932,38404
24,0.08685113737513521,99.35104239375524,38404
25,0.1151395399326447,99.32416931477427,38404
26,0.15264179671752334,99.30443149193164,38404
27,0.20235896477251575,99.29072895567552,38404
28,0.2682695795279724,99.28225707310665,38404
29,0.3556480306223128,99.27849219736972,38404
30,0.47148663634573945,99.27917260753031,38404
31,0.6250551925273969,99.284270998593,38404
32,0.8286427728546842,99.29396795990907,38404
33,1.0985411419875573,99.30860871437459,38404
34,1.4563484775012443,99.32864064303459,38404
35,1.9306977288832494,99.35451690167531,38404
36,2.559547922699533,99.38657046617101,38404
37,3.39322177189533,99.42485372957725,38404
38,4.4984326689694445,99.46898388736344,38404
39,5.963623316594637,99.51803084006286,38404
40,7.906043210907702,99.57050745024155,38404
41,10.481131341546853,99.62449380753354,38404
42,13.89495494373136,99.6778883867848,38404
43,18.420699693267164,99.72870919841633,38404
44,24.420530945486497,99.7753645880432,38404
45,32.3745754281764,99.8168123343438,38404
46,42.91934260128778,99.85258193592485,38404
47,56.89866029018293,99.88269328916657,38404
48,75.43120063354607,99.9075200253143,38404
49,100.0,99.92764337912872,38404
0,0.0001,98.57094388346167,38406
1,0.00013257113655901093,98.11245156711107,38406
2,0.0001757510624854792,97.50981907280219,38406
3,0.00023299518105153718,96.71992715810045,38406
4,0.0003088843596477481,95.68837385671681,38406
5,0.00040949150623804253,94.34771488994028,38406
6,0.0005428675439323859,92.61636235618342,38406
7,0.000719685673001152,90.39902738778835,38406
8,0.0009540954763499939,87.59009924242011,38406
9,0.0012648552168552957,84.08190838033453,38406
10,0.0016768329368110082,79.78014914149368,38406
11,0.0022229964825261944,74.62823278725797,38406
12,0.0029470517025518097,68.64001767953059,38406
13,0.003906939937054617,61.9352291371857,38406
14,0.00517947467923121,54.764288539440976,38406
15,0.006866488450043002,47.50327368576851,38406
16,0.009102981779915219,40.60434802230303,38406
17,0.012067926406393288,34.50992180710807,38406
18,0.015998587196060572,29.567650589905014,38406
19,0.021209508879201904,25.968355327870913,38406
20,0.02811768697974231,23.660647080965504,38406
21,0.03727593720314938,22.310546103391133,38406
22,0.04941713361323834,21.512521496677746,38406
23,0.0655128556859551,21.004451271348188,38406
24,0.08685113737513521,20.66242036627753,38406
25,0.1151395399326447,20.430756150791154,38406
26,0.15264179671752334,20.281977981563546,38406
27,0.20235896477251575,20.201357126866803,38406
28,0.2682695795279724,20.181479758620696,38406
29,0.3556480306223128,20.220304050513363,38406
30,0.47148663634573945,20.32052164824985,38406
31,0.6250551925273969,20.48953959487254,38406
32,0.8286427728546842,20.739827780723054,38406
33,1.0985411419875573,21.089589673706786,38406
34,1.4563484775012443,21.563667508094934,38406
35,1.9306977288832494,22.19456613747362,38406
36,2.559547922699533,23.023523495126312,38406
37,3.39322177189533,24.101249869147125,38406
38,4.4984326689694445,25.487930769543066,38406
39,5.963623316594637,27.25176307493955,38406
40,7.906043210907702,29.46517406696846,38406
41,10.481131341546853,32.19764181584415,38406
42,13.89495494373136,35.504699326138585,38406
43,18.420699693267164,39.41340667421121,38406
44,24.420530945486497,43.90651079639356,38406
45,32.3745754281764,48.909860906106196,38406
46,42.91934260128778,54.288774207414846,38406
47,56.89866029018293,59.85807091306028,38406
48,75.43120063354607,65.40603077113222,38406
49,100.0,70.72619617621523,38406
